relative_path,filename,extension,size_mb,folder_depth,parent_folder,suspected_placeholder
Программирование/Паттерны проектирования/Spring. Все паттерны проектирования.pdf,Spring. Все паттерны проектирования.pdf,.pdf,7.35,2,Паттерны проектирования,no
Программирование/Паттерны проектирования/the-easiest-way-to-learn-design-patterns-for-javascript.pdf,the-easiest-way-to-learn-design-patterns-for-javascript.pdf,.pdf,6.31,2,Паттерны проектирования,no
Программирование/Паттерны проектирования/Вон_Вернон_Реализация_методов_предметно_ориентированного_проектирования 2016.pdf,Вон_Вернон_Реализация_методов_предметно_ориентированного_проектирования 2016.pdf,.pdf,31.32,2,Паттерны проектирования,no
Программирование/Паттерны проектирования/Паттерны проектирования JavaScript.pdf,Паттерны проектирования JavaScript.pdf,.pdf,8.71,2,Паттерны проектирования,no
Программирование/Паттерны проектирования/Паттерны разработки на Python.pdf,Паттерны разработки на Python.pdf,.pdf,5.76,2,Паттерны проектирования,no
Программирование/Паттерны проектирования/Паттерны_ООП.pdf,Паттерны_ООП.pdf,.pdf,6.38,2,Паттерны проектирования,no
Программирование/Паттерны проектирования/Погружение_в_паттерны_проектирования_2021.pdf,Погружение_в_паттерны_проектирования_2021.pdf,.pdf,28.36,2,Паттерны проектирования,no
Программирование/Паттерны проектирования/Разработка интерфейсов.pdf,Разработка интерфейсов.pdf,.pdf,25.18,2,Паттерны проектирования,no
Программирование/Паттерны проектирования/Шаблоны_корпоративных_приложений 2002-2016.pdf,Шаблоны_корпоративных_приложений 2002-2016.pdf,.pdf,54.11,2,Паттерны проектирования,no
Программирование/Разработка игр/! Разработка_игры_в_Unity_С_нуля_и_до_реализации 2021.pdf,! Разработка_игры_в_Unity_С_нуля_и_до_реализации 2021.pdf,.pdf,14.57,2,Разработка игр,no
Программирование/Разработка игр/!Game_Programming_Algorithms_and_Techniques_A_Platform_Agnostic_Approach.pdf,!Game_Programming_Algorithms_and_Techniques_A_Platform_Agnostic_Approach.pdf,.pdf,9.99,2,Разработка игр,no
Программирование/Разработка игр/!Сделай_видеоигру_один_и_не_свихнись_2023_Слава_Грис.pdf,!Сделай_видеоигру_один_и_не_свихнись_2023_Слава_Грис.pdf,.pdf,2.79,2,Разработка игр,no
Программирование/Разработка игр/Bond_Unity-i-S-.618498.pdf,Bond_Unity-i-S-.618498.pdf,.pdf,95.66,2,Разработка игр,no
Программирование/Разработка игр/CRC_Character_Development_and_Storytelling_for_Games_3rd_Edition.pdf,CRC_Character_Development_and_Storytelling_for_Games_3rd_Edition.pdf,.pdf,45.51,2,Разработка игр,no
Программирование/Разработка игр/Game AI Uncovered_v2.pdf,Game AI Uncovered_v2.pdf,.pdf,15.56,2,Разработка игр,no
Программирование/Разработка игр/Game Design Deep Div... by Joshua Bycer.pdf,Game Design Deep Div... by Joshua Bycer.pdf,.pdf,21.77,2,Разработка игр,no
Программирование/Разработка игр/GAMEDEV 10 Steps to Making Your First.epub,GAMEDEV 10 Steps to Making Your First.epub,.epub,0.26,2,Разработка игр,no
Программирование/Разработка игр/gameprogrammingpatterns.pdf,gameprogrammingpatterns.pdf,.pdf,8.85,2,Разработка игр,no
Программирование/Разработка игр/Geometry for Programmers (MEAP) 2022.pdf,Geometry for Programmers (MEAP) 2022.pdf,.pdf,6.38,2,Разработка игр,no
Программирование/Разработка игр/Igrovoy_dvizhok_Programmirovanie_i_vnutrennee_ustroystvo_Tretye.pdf,Igrovoy_dvizhok_Programmirovanie_i_vnutrennee_ustroystvo_Tretye.pdf,.pdf,24.14,2,Разработка игр,no
Программирование/Разработка игр/Jeff_W_Murray_C#_Game_Programming_Cookbook_for_Unity_3D_CRC_Press.epub,Jeff_W_Murray_C#_Game_Programming_Cookbook_for_Unity_3D_CRC_Press.epub,.epub,6.76,2,Разработка игр,no
Программирование/Разработка игр/Kinsley_H_McGugan_W_Beginning_Python_Games_Development_With_PyGame.pdf,Kinsley_H_McGugan_W_Beginning_Python_Games_Development_With_PyGame.pdf,.pdf,4.1,2,Разработка игр,no
Программирование/Разработка игр/Lee_J_Doran_J_Misra_N_-_Unreal_Engine_Game_Development_from_A_to_Z_-_2016.epub,Lee_J_Doran_J_Misra_N_-_Unreal_Engine_Game_Development_from_A_to_Z_-_2016.epub,.epub,21.47,2,Разработка игр,no
Программирование/Разработка игр/Lengyel_E_-_Mathematics_for_3D_Game_Programmin.pdf,Lengyel_E_-_Mathematics_for_3D_Game_Programmin.pdf,.pdf,5.68,2,Разработка игр,no
Программирование/Разработка игр/Mathematics.for.Game.Programming.and.Computer.Graphics (Python ex).pdf,Mathematics.for.Game.Programming.and.Computer.Graphics (Python ex).pdf,.pdf,34.16,2,Разработка игр,no
Программирование/Разработка игр/Mostly Codeless Game Development.pdf,Mostly Codeless Game Development.pdf,.pdf,4.47,2,Разработка игр,no
Программирование/Разработка игр/Niagara.pdf,Niagara.pdf,.pdf,17.99,2,Разработка игр,no
Программирование/Разработка игр/RenPy Создаем игры и приложения.pdf,RenPy Создаем игры и приложения.pdf,.pdf,68.51,2,Разработка игр,no
"Программирование/Разработка игр/Unity in Action, Third Edition [2022] Joseph Hocking.pdf","Unity in Action, Third Edition [2022] Joseph Hocking.pdf",.pdf,29.23,2,Разработка игр,no
Программирование/Разработка игр/Unity. Полное руководство.pdf,Unity. Полное руководство.pdf,.pdf,30.93,2,Разработка игр,no
Программирование/Разработка игр/Unity_5_x_Программирование_искусственного_интеллекта_в_играх.pdf,Unity_5_x_Программирование_искусственного_интеллекта_в_играх.pdf,.pdf,13.67,2,Разработка игр,no
Программирование/Разработка игр/Unreal Engine C++ the Ultimate Dev Handbook.pdf,Unreal Engine C++ the Ultimate Dev Handbook.pdf,.pdf,12.29,2,Разработка игр,no
Программирование/Разработка игр/unreal engine для VR разработчиков.pdf,unreal engine для VR разработчиков.pdf,.pdf,28.42,2,Разработка игр,no
"Программирование/Разработка игр/Unreal_Engine_5_Game_Programming_Design_Patterns_in_C++,_Java,_C.pdf","Unreal_Engine_5_Game_Programming_Design_Patterns_in_C++,_Java,_C.pdf",.pdf,26.16,2,Разработка игр,no
Программирование/Разработка игр/Беляев_C_А_Разработка_игр_на_языке_JavaScript.pdf,Беляев_C_А_Разработка_игр_на_языке_JavaScript.pdf,.pdf,12.63,2,Разработка игр,no
"Программирование/Разработка игр/Бестселлеры_O’Reilly_Мэннинг_Д_,_Батфилд_Эддисон_П_Unity_для_разработчика.pdf","Бестселлеры_O’Reilly_Мэннинг_Д_,_Батфилд_Эддисон_П_Unity_для_разработчика.pdf",.pdf,9.6,2,Разработка игр,no
Программирование/Разработка игр/Большая книга Roblox.pdf,Большая книга Roblox.pdf,.pdf,11.12,2,Разработка игр,no
Программирование/Разработка игр/Боты для компьютерных игр.pdf,Боты для компьютерных игр.pdf,.pdf,8.9,2,Разработка игр,no
Программирование/Разработка игр/Виртуальная_реальность_в_Unity_tlgm_it_boooks_2016.pdf,Виртуальная_реальность_в_Unity_tlgm_it_boooks_2016.pdf,.pdf,72.99,2,Разработка игр,no
Программирование/Разработка игр/Игра как бизнес.pdf,Игра как бизнес.pdf,.pdf,3.24,2,Разработка игр,no
Программирование/Разработка игр/Изучаем С++ через игры UE4.pdf,Изучаем С++ через игры UE4.pdf,.pdf,12.25,2,Разработка игр,no
Программирование/Разработка игр/Кадиков_М_Проектирование_виртуальных_миров_2019.pdf,Кадиков_М_Проектирование_виртуальных_миров_2019.pdf,.pdf,17.63,2,Разработка игр,no
"Программирование/Разработка игр/Кровь, пот и пиксели.pdf","Кровь, пот и пиксели.pdf",.pdf,1.57,2,Разработка игр,no
"Программирование/Разработка игр/Максименкова_О_,_Веселко_Н_Программирование_в_Unreal_Engine_5_для.pdf","Максименкова_О_,_Веселко_Н_Программирование_в_Unreal_Engine_5_для.pdf",.pdf,7.41,2,Разработка игр,no
Программирование/Разработка игр/Мастера геймдизайна.pdf,Мастера геймдизайна.pdf,.pdf,14.09,2,Разработка игр,no
Программирование/Разработка игр/Миллионы миллиардов - как стартовать в игровой индустрии 2021.pdf,Миллионы миллиардов - как стартовать в игровой индустрии 2021.pdf,.pdf,3.44,2,Разработка игр,no
Программирование/Разработка игр/Программирование_в_UE_5_для_начинающего.pdf,Программирование_в_UE_5_для_начинающего.pdf,.pdf,7.41,2,Разработка игр,no
Программирование/Разработка игр/Разработка игр на JS.pdf,Разработка игр на JS.pdf,.pdf,2.29,2,Разработка игр,no
Программирование/Разработка игр/Разработка игр на Unity за 24 часа.pdf,Разработка игр на Unity за 24 часа.pdf,.pdf,31.76,2,Разработка игр,no
Программирование/Разработка игр/Разработка_игр_и_теория_развлечений.pdf,Разработка_игр_и_теория_развлечений.pdf,.pdf,43.46,2,Разработка игр,no
Программирование/Разработка игр/Разработка_игры_в_Unity_С_нуля_и_до_реализации_2021_Денисов.pdf,Разработка_игры_в_Unity_С_нуля_и_до_реализации_2021_Денисов.pdf,.pdf,14.35,2,Разработка игр,no
Программирование/Разработка игр/Сделай_видеоигру_один_и_не_свихнись_2023_Слава_Грис.pdf,Сделай_видеоигру_один_и_не_свихнись_2023_Слава_Грис.pdf,.pdf,2.79,2,Разработка игр,no
Программирование/Разработка игр/Хочу в геймдев!.pdf,Хочу в геймдев!.pdf,.pdf,2.96,2,Разработка игр,no
Программирование/Разработка игр/Хочу_в_геймдев!_Основы_игровой_разработки_для_начинающих.pdf,Хочу_в_геймдев!_Основы_игровой_разработки_для_начинающих.pdf,.pdf,5.63,2,Разработка игр,no
Программирование/Разработка игр/Элементы гейм-дизайна.pdf,Элементы гейм-дизайна.pdf,.pdf,2.54,2,Разработка игр,no
Проектирование и моделирование информационных систем/ArchiMate/Archi User Guide.pdf,Archi User Guide.pdf,.pdf,2.82,2,ArchiMate,no
Проектирование и моделирование информационных систем/ArchiMate/ArchiMate+Arch-презентацияi.pdf,ArchiMate+Arch-презентацияi.pdf,.pdf,2.08,2,ArchiMate,no
Проектирование и моделирование информационных систем/ArchiMate/ARCHIMATE_v3_1_spec.pdf,ARCHIMATE_v3_1_spec.pdf,.pdf,9.44,2,ArchiMate,no
Проектирование и моделирование информационных систем/ArchiMate/EA_ArchiMate-lecture_2.pdf,EA_ArchiMate-lecture_2.pdf,.pdf,0.57,2,ArchiMate,no
Проектирование и моделирование информационных систем/BPMN/BPM CBOK 4.0.pdf,BPM CBOK 4.0.pdf,.pdf,11.65,2,BPMN,no
Проектирование и моделирование информационных систем/BPMN/BPMN - formal-11-01-03.pdf,BPMN - formal-11-01-03.pdf,.pdf,6.78,2,BPMN,no
Проектирование и моделирование информационных систем/BPMN/BPMN-dtc-10-06-02.pdf,BPMN-dtc-10-06-02.pdf,.pdf,2.94,2,BPMN,no
Проектирование и моделирование информационных систем/BPMN/BPMN2_0_Poster_RU.pdf,BPMN2_0_Poster_RU.pdf,.pdf,0.27,2,BPMN,no
Проектирование и моделирование информационных систем/BPMN/BPR-Manual_designed---Rus---final.pdf,BPR-Manual_designed---Rus---final.pdf,.pdf,2.52,2,BPMN,no
Проектирование и моделирование информационных систем/BPMN/oficialnoe-opisanie-notacii-bpmn-na-russkom-yazyke.pdf,oficialnoe-opisanie-notacii-bpmn-na-russkom-yazyke.pdf,.pdf,8.46,2,BPMN,no
Проектирование и моделирование информационных систем/BPMN/Repin_V._Modelirovanie_Biznes_Proc.pdf,Repin_V._Modelirovanie_Biznes_Proc.pdf,.pdf,6.71,2,BPMN,no
Проектирование и моделирование информационных систем/BPMN/И_Г_Фёдоров_Моделирование_бизнес_процессов_в_нотации_BPMN2_0.pdf,И_Г_Фёдоров_Моделирование_бизнес_процессов_в_нотации_BPMN2_0.pdf,.pdf,8.19,2,BPMN,no
Проектирование и моделирование информационных систем/BPMN/Моделирование бизнес-процессов в нотации BPMN.pdf,Моделирование бизнес-процессов в нотации BPMN.pdf,.pdf,20.3,2,BPMN,no
Проектирование и моделирование информационных систем/BPMN/моделирование бизнес-процессов в нотации bpmn_влад.epub,моделирование бизнес-процессов в нотации bpmn_влад.epub,.epub,3.02,2,BPMN,no
Проектирование и моделирование информационных систем/BPMN/ФСИС_Нотация BPMN.pdf,ФСИС_Нотация BPMN.pdf,.pdf,2.6,2,BPMN,no
Проектирование и моделирование информационных систем/BPMN/Функциональное моделирование.pdf,Функциональное моделирование.pdf,.pdf,2.8,2,BPMN,no
Проектирование и моделирование информационных систем/IDEF0/idef0-rus.pdf,idef0-rus.pdf,.pdf,0.97,2,IDEF0,no
Проектирование и моделирование информационных систем/IDEF0/Киселев Д.Ю. Функциональное моделирование.pdf,Киселев Д.Ю. Функциональное моделирование.pdf,.pdf,0.71,2,IDEF0,no
Проектирование и моделирование информационных систем/PowerBi/POWER BI Моделирование на экспертном уровне.pdf,POWER BI Моделирование на экспертном уровне.pdf,.pdf,56.89,2,PowerBi,no
Проектирование и моделирование информационных систем/UML/INCOSE Guide for Writing Requirements.pdf,INCOSE Guide for Writing Requirements.pdf,.pdf,5.01,2,UML,no
Проектирование и моделирование информационных систем/UML/Modeling and Simulation in Python.pdf,Modeling and Simulation in Python.pdf,.pdf,10.0,2,UML,no
Проектирование и моделирование информационных систем/UML/Software Engineering  UML.pdf,Software Engineering  UML.pdf,.pdf,7.45,2,UML,no
Проектирование и моделирование информационных систем/UML/UML для простых смертных.pdf,UML для простых смертных.pdf,.pdf,33.28,2,UML,no
Проектирование и моделирование информационных систем/UML/UML.Diagramming (восстановленный).pdf,UML.Diagramming (восстановленный).pdf,.pdf,55.87,2,UML,no
Проектирование и моделирование информационных систем/UML/Анализ и проектирование систем с использованием UML.pdf,Анализ и проектирование систем с использованием UML.pdf,.pdf,19.05,2,UML,no
Проектирование и моделирование информационных систем/UML/Практическое моделирование на UML.pdf,Практическое моделирование на UML.pdf,.pdf,13.25,2,UML,no
Проектирование и моделирование информационных систем/UML/Программная инженерия (UML).pdf,Программная инженерия (UML).pdf,.pdf,3.5,2,UML,no
Проектирование и моделирование информационных систем/Методы проектирования информационных систем/README-Суровые реалии разработчиков.pdf,README-Суровые реалии разработчиков.pdf,.pdf,5.09,2,Методы проектирования информационных систем,no
Проектирование и моделирование информационных систем/Методы проектирования информационных систем/Изучаем DDD – предметно-ориентированное проектирование.pdf,Изучаем DDD – предметно-ориентированное проектирование.pdf,.pdf,17.87,2,Методы проектирования информационных систем,no
Проектирование и моделирование информационных систем/Методы проектирования информационных систем/Объектно-ориентированный анализ.pdf,Объектно-ориентированный анализ.pdf,.pdf,16.73,2,Методы проектирования информационных систем,no
Проектирование и моделирование информационных систем/Методы проектирования информационных систем/Объектно_ориентированное_мышление.pdf,Объектно_ориентированное_мышление.pdf,.pdf,8.5,2,Методы проектирования информационных систем,no
Проектирование и моделирование информационных систем/Методы проектирования информационных систем/Объектно_ориентированный_подход_2020.pdf,Объектно_ориентированный_подход_2020.pdf,.pdf,5.43,2,Методы проектирования информационных систем,no
Проектирование и моделирование информационных систем/Методы проектирования информационных систем/Оценка качества программного обеспечения. Практикум.pdf,Оценка качества программного обеспечения. Практикум.pdf,.pdf,82.93,2,Методы проектирования информационных систем,no
Проектирование и моделирование информационных систем/Методы проектирования информационных систем/Простое объектно-ориентированное проектирование.pdf,Простое объектно-ориентированное проектирование.pdf,.pdf,5.32,2,Методы проектирования информационных систем,no
Проектирование и моделирование информационных систем/Методы проектирования информационных систем/Современная программная инженерия.pdf,Современная программная инженерия.pdf,.pdf,4.2,2,Методы проектирования информационных систем,no
Проектирование и моделирование информационных систем/Управление требованиями/Вигерс Разработка требований_к_программному_обеспечению.pdf,Вигерс Разработка требований_к_программному_обеспечению.pdf,.pdf,3.25,2,Управление требованиями,no
Проектирование и моделирование информационных систем/Управление требованиями/Вигерс. Жемчужины разработки.pdf,Вигерс. Жемчужины разработки.pdf,.pdf,14.59,2,Управление требованиями,no
Проектирование и моделирование информационных систем/Управление требованиями/Разработка и управление требованиями.pdf,Разработка и управление требованиями.pdf,.pdf,4.3,2,Управление требованиями,no
Разработка текстов и документов/50 примемов письма от Питера Кларка.pdf,50 примемов письма от Питера Кларка.pdf,.pdf,3.47,1,Разработка текстов и документов,no
Разработка текстов и документов/Advanced LaTeX.pdf,Advanced LaTeX.pdf,.pdf,7.09,1,Разработка текстов и документов,no
Разработка текстов и документов/Здесь должен быть текст.pdf,Здесь должен быть текст.pdf,.pdf,6.48,1,Разработка текстов и документов,no
"Разработка текстов и документов/Пиши, сокращай - Максим Ильяхов & Людмила Сарычева.epub","Пиши, сокращай - Максим Ильяхов & Людмила Сарычева.epub",.epub,1.98,1,Разработка текстов и документов,no
Разработка текстов и документов/Этой кнопке нужен текст.pdf,Этой кнопке нужен текст.pdf,.pdf,1.85,1,Разработка текстов и документов,no
Тестирование/!!! Основы тестирования ПО.pdf,!!! Основы тестирования ПО.pdf,.pdf,4.98,1,Тестирование,no
Тестирование/Agile-тестирование.pdf,Agile-тестирование.pdf,.pdf,4.4,1,Тестирование,no
Тестирование/Effective Software Testing A developer guide 2022.pdf,Effective Software Testing A developer guide 2022.pdf,.pdf,14.65,1,Тестирование,no
Тестирование/End-to-End Web Testing CyPress.pdf,End-to-End Web Testing CyPress.pdf,.pdf,4.49,1,Тестирование,no
Тестирование/Full_Stack_Testing_A_Practical_Guide_for_Delivering_High_Quality.pdf,Full_Stack_Testing_A_Practical_Guide_for_Delivering_High_Quality.pdf,.pdf,18.05,1,Тестирование,no
Тестирование/Gibkoe_testirovanie_Prakticheskoe_rukovodstvo_dlya_testirovschikov.pdf,Gibkoe_testirovanie_Prakticheskoe_rukovodstvo_dlya_testirovschikov.pdf,.pdf,53.84,1,Тестирование,no
Тестирование/how-google-tests-software.epub,how-google-tests-software.epub,.epub,8.54,1,Тестирование,no
Тестирование/Learning Test-Driven Development A Polyglot Guide to Writing 2022.pdf,Learning Test-Driven Development A Polyglot Guide to Writing 2022.pdf,.pdf,9.78,1,Тестирование,no
"Тестирование/Practical_Test_Automation_Learn_to_Use_Jasmine,_RSpec,_and_Cucumber.pdf","Practical_Test_Automation_Learn_to_Use_Jasmine,_RSpec,_and_Cucumber.pdf",.pdf,7.53,1,Тестирование,no
"Тестирование/QA тестирование, автоматизация и процессы на экспертном уровне.pdf","QA тестирование, автоматизация и процессы на экспертном уровне.pdf",.pdf,15.96,1,Тестирование,no
Тестирование/Software_Testing_Base_Course_Svyatoslav_Kulikov_2nd_edition.pdf,Software_Testing_Base_Course_Svyatoslav_Kulikov_2nd_edition.pdf,.pdf,4.18,1,Тестирование,no
"Тестирование/The Art of Unit Testing, 3rd V7 2022.pdf","The Art of Unit Testing, 3rd V7 2022.pdf",.pdf,5.15,1,Тестирование,no
Тестирование/БГУИР Автоматизация тестирования ПО методичка.pdf,БГУИР Автоматизация тестирования ПО методичка.pdf,.pdf,2.5,1,Тестирование,no
Тестирование/Гибкое тестирование.pdf,Гибкое тестирование.pdf,.pdf,53.85,1,Тестирование,no
Тестирование/Доверительное АВ-тестирование.pdf,Доверительное АВ-тестирование.pdf,.pdf,7.17,1,Тестирование,no
Тестирование/Дружеское_знакомство_с_тестированием_программ.pdf,Дружеское_знакомство_с_тестированием_программ.pdf,.pdf,1.67,1,Тестирование,no
Тестирование/Как_тестируют_в_Google.pdf,Как_тестируют_в_Google.pdf,.pdf,6.66,1,Тестирование,no
Тестирование/Основы юзабилити-тестирования.pdf,Основы юзабилити-тестирования.pdf,.pdf,7.88,1,Тестирование,no
Тестирование/Принципы UT.pdf,Принципы UT.pdf,.pdf,4.98,1,Тестирование,no
Тестирование/Руководство по разработке тестов ПО 2019.pdf,Руководство по разработке тестов ПО 2019.pdf,.pdf,2.52,1,Тестирование,no
Тестирование/Руководство практикующего специалиста по тестированию 2019.pdf,Руководство практикующего специалиста по тестированию 2019.pdf,.pdf,2.52,1,Тестирование,no
Тестирование/Сам себе тестировщик.pdf,Сам себе тестировщик.pdf,.pdf,13.07,1,Тестирование,no
Тестирование/Тестирование ПО-Куликов_2nd_edition.pdf,Тестирование ПО-Куликов_2nd_edition.pdf,.pdf,4.18,1,Тестирование,no
Тестирование/Тестирование программного обеспечения-бзовый курс.pdf,Тестирование программного обеспечения-бзовый курс.pdf,.pdf,4.54,1,Тестирование,no
Тестирование/Тестирование_веб-API.pdf,Тестирование_веб-API.pdf,.pdf,5.49,1,Тестирование,no
Тестирование/Фулстек тестирование.pdf,Фулстек тестирование.pdf,.pdf,13.95,1,Тестирование,no
Тестирование/Что такое тестирование.pdf,Что такое тестирование.pdf,.pdf,88.91,1,Тестирование,no
Тестирование/Эффективное тестирование ПО.pdf,Эффективное тестирование ПО.pdf,.pdf,23.94,1,Тестирование,no
Техническая поддержка и сервис/ITSM-ITIL/01 - ITIL V3 2011 Service Strategy SS.pdf,01 - ITIL V3 2011 Service Strategy SS.pdf,.pdf,20.92,2,ITSM-ITIL,no
Техническая поддержка и сервис/ITSM-ITIL/02 - ITIL V3 2011 Service Design SD.pdf,02 - ITIL V3 2011 Service Design SD.pdf,.pdf,14.63,2,ITSM-ITIL,no
Техническая поддержка и сервис/ITSM-ITIL/03 - ITIL V3 2011 Service Transition ST.pdf,03 - ITIL V3 2011 Service Transition ST.pdf,.pdf,14.28,2,ITSM-ITIL,no
Техническая поддержка и сервис/ITSM-ITIL/04 - ITIL V3 2011 Service Operation SO.pdf,04 - ITIL V3 2011 Service Operation SO.pdf,.pdf,14.26,2,ITSM-ITIL,no
Техническая поддержка и сервис/ITSM-ITIL/05 - ITIL V3 2011 Continual Service Improvement CSI.pdf,05 - ITIL V3 2011 Continual Service Improvement CSI.pdf,.pdf,6.6,2,ITSM-ITIL,no
Техническая поддержка и сервис/ITSM-ITIL/2015_Free_ITIL.pdf,2015_Free_ITIL.pdf,.pdf,7.85,2,ITSM-ITIL,no
Техническая поддержка и сервис/ITSM-ITIL/Введение в ITSM.pdf,Введение в ITSM.pdf,.pdf,9.0,2,ITSM-ITIL,no
Техническая поддержка и сервис/ITSM-ITIL/Поддержка информационных сервисов.pdf,Поддержка информационных сервисов.pdf,.pdf,3.47,2,ITSM-ITIL,no
Техническая поддержка и сервис/Системы мониторинга/Zabbix 5 IT Infrastructure Monitoring Cookbook.pdf,Zabbix 5 IT Infrastructure Monitoring Cookbook.pdf,.pdf,13.13,2,Системы мониторинга,no
Техническая поддержка и сервис/Системы мониторинга/Zabbix 7 мониторинг ИТ-инфраструктуры.pdf,Zabbix 7 мониторинг ИТ-инфраструктуры.pdf,.pdf,20.58,2,Системы мониторинга,no
Техническая поддержка и сервис/Системы мониторинга/Далле_Вакке_А_Zabbix_Практическое_руководство_Издательство_ДМК_Пресс.pdf,Далле_Вакке_А_Zabbix_Практическое_руководство_Издательство_ДМК_Пресс.pdf,.pdf,10.7,2,Системы мониторинга,no
Управление продуктами/kak-sozdat-produkt-kotoryj-polyubyat.epub,kak-sozdat-produkt-kotoryj-polyubyat.epub,.epub,6.38,1,Управление продуктами,no
Управление продуктами/kak-sozdat-produkt-kotoryj-polyubyat.pdf,kak-sozdat-produkt-kotoryj-polyubyat.pdf,.pdf,17.18,1,Управление продуктами,no
Управление проектами/A.Pavlov_Upravlenie_proektami_na_osnove_standarta_PMI_PMBOK.pdf,A.Pavlov_Upravlenie_proektami_na_osnove_standarta_PMI_PMBOK.pdf,.pdf,1.61,1,Управление проектами,no
Управление проектами/Jira 8 Essentials Effective project.pdf,Jira 8 Essentials Effective project.pdf,.pdf,30.03,1,Управление проектами,no
Управление проектами/K.Heldman_Professionalnoe_upravlenie_proektami.pdf,K.Heldman_Professionalnoe_upravlenie_proektami.pdf,.pdf,3.65,1,Управление проектами,no
Управление проектами/Leadership Paradigms for Remote Agile Development.pdf,Leadership Paradigms for Remote Agile Development.pdf,.pdf,1.5,1,Управление проектами,no
Управление проектами/Making Work Visible Exposing Time Theft to Optimize Work.pdf,Making Work Visible Exposing Time Theft to Optimize Work.pdf,.pdf,5.91,1,Управление проектами,no
Управление проектами/Managing Machine Learning Projects MEAP4.pdf,Managing Machine Learning Projects MEAP4.pdf,.pdf,8.96,1,Управление проектами,no
Управление проектами/Scrumban-revolution-I.pdf,Scrumban-revolution-I.pdf,.pdf,1.44,1,Управление проектами,no
Управление проектами/V.Dunkan_M.Grashina_Osnovy_upravleniya_proektami.pdf,V.Dunkan_M.Grashina_Osnovy_upravleniya_proektami.pdf,.pdf,1.94,1,Управление проектами,no
Управление проектами/V.Grekul_N.Korovkina_Yu.Coopriianov_Proektnoe_upravlenie_v_sfere_IT.pdf,V.Grekul_N.Korovkina_Yu.Coopriianov_Proektnoe_upravlenie_v_sfere_IT.pdf,.pdf,2.49,1,Управление проектами,no
Управление проектами/Гибкое_управление_проектами_и_продуктами.pdf,Гибкое_управление_проектами_и_продуктами.pdf,.pdf,2.96,1,Управление проектами,no
Управление проектами/Глоссарий OKR.pdf,Глоссарий OKR.pdf,.pdf,4.57,1,Управление проектами,no
Управление проектами/Качество ПС - тема 4.1.pdf,Качество ПС - тема 4.1.pdf,.pdf,0.39,1,Управление проектами,no
Управление проектами/Липаев проекирование ПС.pdf,Липаев проекирование ПС.pdf,.pdf,9.06,1,Управление проектами,no
Управление проектами/Липаев Сертификация ПС.pdf,Липаев Сертификация ПС.pdf,.pdf,5.81,1,Управление проектами,no
Управление проектами/Липаев Сертификация ПС2.pdf,Липаев Сертификация ПС2.pdf,.pdf,7.22,1,Управление проектами,no
Управление проектами/Липаев управление конфигурацией ПС.pdf,Липаев управление конфигурацией ПС.pdf,.pdf,4.95,1,Управление проектами,no
Управление проектами/Мифический человеко-месяц.pdf,Мифический человеко-месяц.pdf,.pdf,8.63,1,Управление проектами,no
Управление проектами/путь аналитика.pdf,путь аналитика.pdf,.pdf,9.44,1,Управление проектами,no
Управление проектами/Разработка_требований_к_программному_обеспечению.pdf,Разработка_требований_к_программному_обеспечению.pdf,.pdf,3.25,1,Управление проектами,no
Управление проектами/Технический директор. Эффективное техническое лидерство.pdf,Технический директор. Эффективное техническое лидерство.pdf,.pdf,5.56,1,Управление проектами,no
Управление проектами/Управление проектами с нуля.pdf,Управление проектами с нуля.pdf,.pdf,16.96,1,Управление проектами,no
Управление проектами/Управление_высокотехнологичными_программами_и_проектами.pdf,Управление_высокотехнологичными_программами_и_проектами.pdf,.pdf,3.35,1,Управление проектами,no
Фотография/Brikman_D._Fotografiya_Uvidet_uvidennoe.pdf,Brikman_D._Fotografiya_Uvidet_uvidennoe.pdf,.pdf,7.3,1,Фотография,no
Фотография/Efremov_A._Fotomaster_Vzglyad_cherez_obektiv.pdf,Efremov_A._Fotomaster_Vzglyad_cherez_obektiv.pdf,.pdf,25.29,1,Фотография,no
Фотография/Garret_D._Fotografiya_Vse_sekrety_masterstva.pdf,Garret_D._Fotografiya_Vse_sekrety_masterstva.pdf,.pdf,43.79,1,Фотография,no
Фотография/Karte_bresson_A._Voobrajaemaya_Realnost_Sbornik.a4.pdf,Karte_bresson_A._Voobrajaemaya_Realnost_Sbornik.a4.pdf,.pdf,0.84,1,Фотография,no
Фотография/Kelby.pdf,Kelby.pdf,.pdf,2.96,1,Фотография,no
Фотография/kollekczioner-zhiznej.pdf,kollekczioner-zhiznej.pdf,.pdf,5.2,1,Фотография,no
Фотография/light-as-material.pdf,light-as-material.pdf,.pdf,1.54,1,Фотография,no
Фотография/Nochnyie_portretyi.pdf,Nochnyie_portretyi.pdf,.pdf,28.59,1,Фотография,no
Фотография/photocasa_64.pdf,photocasa_64.pdf,.pdf,14.47,1,Фотография,no
Фотография/Street-Photography-How-to-Start.pdf,Street-Photography-How-to-Start.pdf,.pdf,2.17,1,Фотография,no
Фотография/The Nikon Guide to Landscape Photography. 2014.pdf,The Nikon Guide to Landscape Photography. 2014.pdf,.pdf,18.83,1,Фотография,no
